MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2017-06-01,806,39,Female,C8,College,78647,2017-06-02,,3,3,0,1
2017-10-01,807,32,Female,C25,Bachelor,81547,2017-10-11,,3,3,0,1
2017-05-01,808,32,Male,C15,Bachelor,49914,2017-05-15,,3,3,0,1
2017-12-01,810,25,Male,C17,Bachelor,45531,2017-12-04,,2,2,153540,1
2016-11-01,811,29,Male,C26,Master,66017,2016-10-31,,2,2,0,1
2016-01-01,812,31,Male,C15,Master,42395,2015-10-05,,1,1,0,1
2017-03-01,813,32,Female,C27,College,31787,2017-03-02,,2,2,0,1
2017-11-01,814,29,Male,C16,Master,56133,2017-11-16,,1,1,0,1
2017-12-01,816,41,Male,C8,Master,55115,2017-12-12,,2,2,0,1
2016-08-01,818,31,Female,C22,Master,26850,2016-08-08,,2,2,0,1
2016-01-01,819,39,Male,C15,Bachelor,114358,2010-11-01,,2,4,1371370,2
2016-01-01,820,38,Male,C14,Master,59166,2015-05-23,,1,1,1146890,4
2016-01-01,821,28,Female,C12,Master,113120,2012-08-16,,1,3,1087880,2
2016-07-01,822,31,Female,C23,College,42601,2016-07-20,,1,1,0,1
2017-12-01,824,40,Female,C9,College,32446,2017-12-14,,1,1,0,1
2017-12-01,825,36,Female,C6,Master,64187,2017-12-11,,3,3,0,1
2016-01-01,826,27,Male,C24,College,70740,2015-05-09,,1,2,0,1
2016-12-01,827,32,Male,C28,Master,67113,2016-12-13,,2,2,0,1
2017-01-01,828,33,Male,C21,College,63298,2017-01-02,,3,3,0,1
2016-06-01,829,37,Female,C15,College,55313,2016-06-09,,3,3,0,1
2016-01-01,830,26,Male,C3,Master,80746,2015-07-20,,1,2,1168490,2
2016-07-01,831,31,Male,C2,Master,42588,2016-07-21,,1,1,0,1
2016-01-01,832,40,Female,C16,College,58747,2015-06-03,,1,1,850000,4
2017-12-01,834,36,Male,C20,Bachelor,83969,2017-12-07,,3,3,0,1
2016-12-01,835,28,Male,C26,Bachelor,66179,2016-12-12,,2,2,0,1
2016-01-01,836,41,Male,C29,College,63636,2015-01-30,,2,2,610430,2
2016-01-01,838,41,Female,C11,Master,52632,2015-10-03,,1,1,101070,1
2016-08-01,839,47,Male,C16,College,53383,2016-08-08,,2,2,0,1
2016-01-01,840,39,Female,C8,College,88813,2011-07-11,,1,4,391050,1
2017-08-01,841,33,Female,C20,Bachelor,58199,2017-08-09,,2,2,0,1
2016-01-01,842,36,Male,C18,Bachelor,121419,2012-07-26,,1,4,1617930,3
2016-01-01,843,28,Female,C15,Bachelor,56035,2015-02-20,,1,2,679070,4
2016-08-01,844,30,Male,C26,College,21212,2016-08-15,,1,1,0,1
2017-06-01,845,46,Male,C28,Bachelor,22019,2017-05-30,,2,2,0,1
2016-09-01,847,29,Male,C12,Bachelor,40409,2016-09-26,,2,2,0,1
2017-02-01,848,28,Female,C28,Bachelor,45871,2017-02-11,,2,2,0,2
2017-07-01,849,33,Female,C20,Bachelor,77903,2017-07-10,,3,3,0,1
2016-01-01,850,35,Male,C1,Master,113038,2012-06-21,,2,4,656780,1
2016-01-01,851,34,Male,C13,Bachelor,39131,2015-11-30,,1,1,101850,1
2017-04-01,852,23,Male,C21,Bachelor,70731,2017-04-04,,2,2,0,1
2017-08-01,853,33,Female,C13,College,29584,2017-08-15,,2,2,0,1
2017-05-01,855,35,Male,C17,College,83524,2017-05-09,,2,2,0,1
2016-01-01,856,36,Female,C22,College,87661,2013-04-26,,1,3,1400710,2
2017-05-01,858,37,Male,C21,Bachelor,75541,2017-05-17,,2,2,0,1
2016-01-01,859,23,Male,C17,Master,26151,2016-01-05,,1,1,0,2
2016-01-01,860,38,Male,C20,College,45269,2015-07-03,,1,1,378640,1
2016-08-01,863,31,Female,C29,Master,40295,2016-08-24,,1,1,0,1
2016-06-01,864,36,Female,C27,Bachelor,91602,2016-06-20,,2,4,0,1
2017-06-01,865,30,Female,C10,Master,122941,2017-06-07,,3,3,0,1
2016-02-01,866,46,Male,C2,College,29151,2016-02-09,,1,1,0,1
2017-10-01,867,30,Female,C1,College,35803,2017-09-28,,2,2,940170,4
2016-01-01,868,24,Female,C28,College,34497,2015-12-07,,2,2,0,1
2016-01-01,869,36,Male,C8,College,28575,2015-12-08,,1,1,0,1
2016-01-01,870,35,Female,C29,Bachelor,93000,2012-07-23,,1,3,743790,2
2017-01-01,871,37,Female,C27,College,52753,2017-01-20,,2,2,0,1
2016-01-01,872,32,Male,C28,Master,19791,2015-10-16,2016-01-01,1,1,0,1
2016-03-01,873,32,Female,C28,Master,134302,2016-03-23,,1,4,0,1
2017-04-01,874,37,Male,C24,College,75133,2017-04-14,,3,3,0,1
2017-08-01,875,36,Female,C4,Bachelor,93822,2017-08-14,,3,3,0,1
2016-01-01,876,22,Female,C25,College,39442,2015-07-07,,1,2,312400,2
2016-01-01,877,32,Male,C21,College,94770,2015-08-08,2016-01-13,2,2,0,1
2016-01-01,879,38,Male,C8,College,55443,2015-07-03,,1,2,1263120,2
2016-01-01,881,32,Male,C16,College,61069,2015-06-04,,2,2,650010,2
2016-01-01,882,29,Male,C13,College,94945,2010-10-12,,2,4,0,1
2016-01-01,883,32,Male,C27,College,50863,2015-10-19,,1,1,100240,1
2017-10-01,885,38,Female,C21,Master,44241,2017-10-09,,2,2,0,1
2016-01-01,886,36,Female,C2,Master,31954,2015-09-23,,1,1,0,1
2016-11-01,887,24,Male,C14,Bachelor,23745,2016-11-05,,1,1,0,1
2016-01-01,888,30,Male,C1,Bachelor,51539,2015-06-16,,1,1,1166370,4
2017-07-01,889,31,Male,C28,Bachelor,47988,2017-06-28,,3,3,0,1
2016-01-01,890,32,Female,C5,College,43463,2014-07-08,,1,1,356700,2
2016-01-01,892,34,Female,C3,College,51725,2014-09-10,,2,2,639220,3
2016-01-01,893,49,Female,C10,College,73308,2013-05-27,,1,2,659590,2
2016-01-01,894,36,Male,C28,College,45342,2016-01-05,,3,3,0,1
2016-09-01,895,30,Male,C14,Master,34868,2016-09-13,,1,1,0,1
2016-01-01,896,32,Female,C18,Master,22680,2015-08-21,,1,1,362330,1
2016-01-01,897,51,Male,C4,Bachelor,38502,2015-10-29,,1,1,1820440,4
2016-01-01,899,29,Male,C20,College,28565,2015-06-16,,1,1,295210,1
2016-01-01,901,31,Female,C8,Bachelor,41382,2015-11-07,,2,2,308860,2
2017-09-01,902,28,Male,C28,Bachelor,55857,2017-09-04,,2,2,0,1
2016-01-01,904,39,Female,C26,Bachelor,101179,2015-06-05,,3,3,200000,3
2017-08-01,905,31,Male,C1,College,43831,2017-07-31,,2,2,0,1
2016-09-01,906,34,Female,C18,Bachelor,108997,2016-08-30,,3,3,200000,1
2016-08-01,907,35,Female,C20,Bachelor,39104,2016-08-08,,1,1,0,1
2016-01-01,908,45,Male,C4,Bachelor,33883,2015-10-21,,1,2,392710,2
2016-01-01,909,48,Male,C19,Bachelor,58807,2015-07-11,,2,2,490200,1
2016-01-01,910,35,Male,C2,Master,44326,2015-09-21,,1,1,0,2
2016-12-01,912,38,Male,C8,College,65995,2016-12-14,,3,3,0,1
2017-12-01,913,30,Male,C26,Bachelor,72974,2017-12-15,,3,3,0,1
2016-09-01,914,26,Female,C5,Master,45234,2016-09-12,,1,1,0,1
2016-01-01,915,46,Male,C2,College,18512,2013-01-28,,1,1,230640,2
2016-09-01,916,25,Male,C15,College,30136,2016-09-01,,1,1,0,1
2016-06-01,917,24,Male,C22,Master,60391,2016-05-30,,1,1,464900,4
2017-09-01,918,25,Female,C4,Master,20379,2017-08-30,2017-09-05,1,1,0,1
2017-08-01,919,28,Female,C13,Master,39854,2017-08-07,,2,2,0,1
2016-10-01,920,30,Male,C1,College,46117,2016-10-14,,2,2,0,1
2016-11-01,921,34,Female,C11,Master,55630,2016-11-14,,2,2,0,1
2016-01-01,922,34,Female,C25,Bachelor,47484,2015-10-19,,1,1,200930,1
2017-01-01,923,31,Female,C29,Master,70339,2017-01-02,,2,2,0,1
2016-01-01,924,24,Male,C24,Master,60056,2015-05-08,,2,2,302110,1
2016-01-01,926,47,Male,C4,College,21646,2013-01-07,,1,2,745100,2
2017-05-01,927,28,Male,C29,Master,61371,2017-05-04,,1,1,0,1
2017-01-01,928,32,Female,C2,College,67236,2017-01-20,,3,3,0,1
2016-01-01,929,31,Male,C4,Bachelor,20245,2015-07-14,2015-12-31,2,2,0,1
2016-01-01,930,37,Female,C7,Master,37285,2015-10-16,2016-01-02,1,1,-101180,1
2016-11-01,931,28,Female,C12,College,59393,2016-11-01,,3,3,0,1
2016-11-01,933,35,Female,C19,Bachelor,75765,2016-11-07,,3,3,0,1
2016-01-01,935,38,Female,C20,College,23823,2015-10-22,,1,1,538240,4
2017-09-01,936,26,Male,C3,Master,42607,2017-09-05,,1,1,0,1
2016-01-01,937,32,Male,C13,College,36846,2015-05-07,,1,2,0,1
2017-03-01,938,34,Female,C4,Master,70330,2017-03-04,,3,3,0,1
2016-01-01,939,44,Female,C22,College,87153,2012-07-30,,1,4,580190,1
2017-05-01,940,23,Female,C22,Master,69972,2017-05-01,,1,1,0,1
2017-05-01,941,35,Female,C14,Bachelor,100893,2017-05-08,,3,3,0,1
2017-02-01,942,29,Male,C28,Master,40688,2017-02-13,,2,2,0,1
2016-01-01,943,51,Male,C22,College,24923,2015-09-29,,1,1,781580,4
2016-01-01,944,36,Female,C20,College,93093,2014-07-11,,1,3,361840,1
2016-01-01,945,38,Female,C3,Master,83025,2012-05-29,,2,3,636750,2
2016-01-01,946,42,Male,C22,Bachelor,58803,2013-04-25,,1,2,883600,3
2017-04-01,947,29,Female,C6,Bachelor,74402,2017-04-12,,3,3,0,1
2016-01-01,948,35,Female,C12,Master,24634,2016-01-09,,1,1,0,1
2017-05-01,949,25,Female,C24,Master,31392,2017-05-23,,1,1,0,1
2016-11-01,951,40,Male,C13,College,70478,2016-10-31,,3,3,0,1
2017-12-01,952,37,Male,C18,College,27483,2017-11-28,,1,1,200020,2
2016-06-01,953,25,Male,C13,College,17253,2016-06-01,,1,1,0,1
2016-01-01,954,29,Male,C13,College,43996,2011-08-29,,1,2,4508870,4
2017-04-01,955,33,Male,C10,Master,99893,2017-03-30,,3,3,0,1
2016-10-01,956,28,Male,C22,Bachelor,29492,2016-10-19,,2,2,0,1
2017-06-01,958,35,Male,C22,College,50799,2017-06-05,,2,2,0,1
2017-08-01,959,33,Female,C17,Bachelor,85685,2017-07-31,,3,3,0,1
2017-06-01,960,39,Female,C3,Master,107936,2017-06-12,,3,3,0,1
2016-01-01,961,42,Female,C26,Master,35996,2015-12-14,,1,1,0,1
2016-01-01,962,37,Male,C9,Bachelor,45278,2015-12-08,2016-01-13,1,1,0,1
2017-11-01,963,40,Male,C16,Bachelor,48483,2017-10-30,,1,1,0,1
2016-07-01,964,30,Male,C8,College,46679,2016-07-11,,2,2,0,1
2016-01-01,965,42,Male,C20,Master,74516,2013-05-13,,1,2,1520290,3
2016-01-01,967,45,Male,C11,Master,59526,2015-10-05,2015-12-31,2,2,0,1
2016-01-01,968,26,Male,C4,Bachelor,20785,2015-09-17,,1,1,102080,1
2017-10-01,970,38,Male,C4,College,83350,2017-09-28,,3,3,0,1
2016-01-01,971,26,Male,C29,Master,61982,2015-11-30,,3,3,201820,1
2016-01-01,972,52,Male,C1,College,47194,2013-01-25,,1,2,250000,2
2016-01-01,973,45,Male,C22,College,90484,2012-07-23,,1,3,2108200,4
2016-01-01,974,23,Female,C8,Bachelor,30461,2015-08-03,,1,1,1208550,3
2016-09-01,975,38,Female,C7,Bachelor,33721,2016-09-22,,1,1,0,1
2016-10-01,977,30,Female,C16,Bachelor,28297,2016-10-04,,1,1,144880,3
2016-01-01,978,32,Male,C12,Master,60185,2016-01-05,,2,2,0,2
2016-07-01,979,28,Female,C23,Master,41620,2016-07-21,,1,1,0,1
2017-10-01,980,35,Male,C27,Master,49277,2017-09-28,,2,2,0,1
2017-07-01,981,39,Female,C14,College,72118,2017-06-30,,3,3,143340,1
2017-08-01,982,31,Male,C12,Bachelor,60672,2017-07-31,,3,3,0,1
2016-01-01,984,28,Male,C22,Master,53058,2015-05-20,,1,2,3273170,4
2016-01-01,985,27,Male,C25,Bachelor,49031,2013-12-11,,1,1,219730,2
2017-08-01,988,35,Male,C10,Bachelor,60797,2017-08-04,,3,3,0,1
2016-01-01,990,41,Female,C17,Bachelor,119806,2012-12-06,,1,4,1854490,3
2017-01-01,991,30,Male,C23,Bachelor,61823,2017-01-04,,2,2,0,4
2016-07-01,992,45,Male,C7,Bachelor,52083,2016-07-20,,1,1,0,1
2016-01-01,994,32,Male,C20,Master,39502,2014-12-25,,2,2,677470,2
2016-01-01,995,31,Male,C17,Bachelor,69418,2013-05-01,,1,3,424540,1
2016-01-01,996,37,Male,C6,Master,46134,2015-05-18,,1,1,213560,1
2016-01-01,997,27,Male,C14,College,40654,2014-10-21,,2,2,412290,2
2016-01-01,998,32,Male,C19,College,37617,2015-06-02,,1,1,100000,2
2017-05-01,999,23,Female,C20,Bachelor,36811,2017-05-05,,2,2,0,1
2016-12-01,1000,27,Female,C3,Master,56016,2016-11-28,,1,1,0,1
2016-01-01,1001,37,Female,C25,Master,127070,2015-01-12,,2,3,450010,1
2016-01-01,1002,29,Male,C3,College,58277,2015-12-28,,1,1,0,1
2016-01-01,1003,28,Male,C18,College,11706,2015-08-24,,1,1,470150,1
2016-01-01,1004,31,Male,C14,College,58588,2015-11-18,,2,2,224460,1
2016-01-01,1005,30,Female,C8,College,58540,2015-08-10,,1,1,0,1
2017-05-01,1007,30,Male,C20,Master,87810,2017-05-03,,2,2,0,1
2016-12-01,1008,23,Male,C27,Bachelor,33831,2016-11-29,,1,1,0,1
2016-09-01,1009,40,Female,C19,College,65464,2016-08-29,,3,3,0,1
2016-01-01,1010,33,Female,C27,Bachelor,120188,2010-09-27,,1,4,2038370,3
2017-07-01,1011,30,Male,C12,Master,76776,2017-07-11,,2,2,0,1
2017-07-01,1012,39,Male,C8,College,50281,2017-06-24,,3,3,0,1
2016-09-01,1013,28,Female,C14,Master,30930,2016-08-29,,1,1,0,1
2017-10-01,1014,26,Male,C2,College,60396,2017-09-28,,3,3,0,2
2017-08-01,1015,32,Male,C9,Master,87047,2017-08-03,,3,3,0,1
2016-01-01,1016,47,Female,C12,Master,82704,2012-10-15,,1,2,406000,1
2016-01-01,1017,41,Female,C14,Master,57869,2012-09-17,,2,2,145670,2
2017-10-01,1019,32,Female,C19,Master,32652,2017-09-27,,2,2,0,1
2016-07-01,1020,38,Male,C24,Bachelor,22245,2016-07-12,,3,3,0,1
2017-06-01,1021,37,Male,C29,College,25106,2017-06-20,,1,1,0,1
2016-12-01,1023,27,Male,C26,Master,79926,2016-12-24,,3,3,0,1
2017-05-01,1024,27,Female,C19,Master,24582,2017-05-09,,1,1,0,1
2017-11-01,1026,27,Male,C4,Master,48868,2017-11-17,,1,1,0,1
2016-08-01,1027,25,Female,C19,Bachelor,27607,2016-08-05,2016-08-25,1,1,0,1
2017-06-01,1028,26,Male,C15,Master,63844,2017-06-14,,2,2,0,1
2017-12-01,1029,24,Male,C17,College,20363,2017-12-18,,1,1,0,1
2016-01-01,1030,28,Male,C2,Master,20101,2015-09-22,2016-01-09,1,1,0,1
2016-01-01,1031,43,Male,C7,Bachelor,62213,2011-11-07,,2,2,546200,2
2017-08-01,1032,30,Male,C7,College,17000,2017-07-31,,1,1,0,1
2016-11-01,1033,27,Male,C12,College,41705,2016-11-16,,1,1,0,1
2016-01-01,1035,36,Female,C7,Master,51680,2015-08-18,,2,2,100650,2
2017-04-01,1036,39,Female,C17,Master,32263,2017-04-20,,3,3,0,1
2016-01-01,1037,35,Female,C10,Master,135414,2013-04-27,,1,4,2524190,3
2016-11-01,1038,31,Male,C4,Bachelor,21543,2016-11-11,,3,3,0,1
2016-01-01,1039,43,Male,C26,Bachelor,138069,2012-07-05,,2,4,0,1
2016-09-01,1040,32,Male,C11,Master,62748,2016-09-08,,2,2,0,1
2017-06-01,1041,38,Female,C18,Bachelor,49443,2017-06-19,,3,3,0,1
2016-01-01,1043,32,Male,C12,Bachelor,93121,2012-05-14,,2,3,715340,2
2016-01-01,1046,33,Male,C2,Master,76198,2010-10-11,,2,3,1227490,3
2017-08-01,1048,37,Female,C1,Master,52668,2017-07-17,,2,2,0,1
2016-01-01,1049,27,Male,C26,Master,37278,2015-05-09,,1,1,326460,4
2016-01-01,1050,30,Female,C28,Bachelor,31915,2015-01-07,,1,1,651550,4
2016-01-01,1051,32,Female,C5,Master,77483,2013-04-30,,1,2,876740,2
2017-08-01,1054,36,Female,C2,Bachelor,92940,2017-08-09,,3,3,0,1
2016-01-01,1055,33,Male,C6,Master,70772,2015-05-26,,2,2,250000,1
2017-09-01,1056,32,Male,C5,Master,92713,2017-09-11,,2,2,0,1
2016-11-01,1057,32,Male,C29,Bachelor,52553,2016-11-12,,3,3,0,1
2017-01-01,1058,36,Female,C7,College,47696,2016-12-30,,2,2,0,1
2016-01-01,1059,28,Male,C2,Master,45330,2015-07-13,,1,1,0,1
2016-08-01,1060,32,Male,C29,Bachelor,80290,2016-08-18,,2,2,0,1
2017-01-01,1061,26,Male,C10,Bachelor,24932,2016-12-27,,1,1,0,1
2017-04-01,1062,29,Female,C5,College,69071,2017-03-30,,2,2,0,1
2016-12-01,1063,36,Male,C20,Master,82503,2016-11-30,,3,3,0,1
2016-07-01,1064,33,Male,C27,College,104966,2016-07-18,,3,3,0,1
2016-01-01,1065,46,Male,C4,Master,76467,2010-09-27,,2,3,85100,2
2017-09-01,1066,28,Male,C29,College,26253,2017-09-15,,1,1,0,1
2016-01-01,1067,40,Male,C6,Master,68596,2013-04-25,,1,3,242070,1
2016-01-01,1069,36,Female,C6,College,55834,2015-12-10,,2,2,0,1
2017-06-01,1070,33,Male,C8,Master,101638,2017-06-02,,3,3,0,1
2016-01-01,1072,26,Male,C16,Master,55648,2013-11-21,,1,1,500510,3
2017-08-01,1073,26,Male,C20,Bachelor,67149,2017-07-31,,1,1,0,1
2016-01-01,1075,39,Male,C14,Bachelor,52480,2015-07-27,,2,2,0,1
2016-12-01,1076,29,Male,C13,Bachelor,51837,2016-11-30,,1,1,0,1
2016-01-01,1077,24,Female,C3,College,42768,2015-05-27,,1,1,1111480,3
2017-05-01,1078,37,Male,C25,College,31540,2017-05-02,,3,3,0,1
2017-07-01,1079,40,Male,C20,College,84873,2017-06-28,,3,3,0,1
2016-01-01,1080,35,Male,C9,Bachelor,47594,2015-10-22,,1,1,0,1
2016-01-01,1081,24,Female,C5,Master,55551,2015-05-14,,1,1,-96960,1
2017-04-01,1082,34,Female,C27,Bachelor,35079,2017-04-14,,2,2,0,1
2016-10-01,1083,26,Female,C28,Bachelor,60417,2016-10-28,,1,1,0,1
2016-01-01,1084,29,Male,C1,Master,49521,2016-01-13,,1,1,0,1
2016-01-01,1085,35,Female,C3,Master,62637,2015-10-10,,2,2,303500,2
2017-09-01,1086,34,Male,C25,Bachelor,94519,2017-08-31,,2,2,0,1
2017-08-01,1087,35,Male,C3,College,89854,2017-07-31,,3,3,0,1
2017-04-01,1089,37,Male,C11,Master,60905,2017-04-05,,1,1,0,1
2016-01-01,1090,37,Male,C13,College,96750,2011-06-27,,2,4,1382660,3
2016-01-01,1091,30,Female,C22,Master,45720,2015-01-03,,1,1,1488050,4
2016-01-01,1092,29,Female,C16,College,36118,2015-02-10,,1,1,250000,2
2016-01-01,1093,35,Male,C1,Bachelor,77831,2012-07-23,,1,3,5567290,3
2016-01-01,1094,40,Female,C8,College,56347,2015-08-01,,2,2,200000,2
2016-01-01,1095,23,Female,C20,Master,30442,2015-05-09,,1,1,598220,2
2017-05-01,1096,26,Male,C14,College,73363,2017-05-22,,2,2,0,1
2017-07-01,1097,34,Male,C5,Bachelor,69794,2017-07-18,,2,2,0,1
2017-06-01,1098,40,Male,C10,Bachelor,41591,2017-05-29,,3,3,0,1
2017-08-01,1099,32,Female,C3,College,61413,2017-08-02,,2,2,0,2
2016-01-01,1101,32,Male,C25,Master,26592,2015-09-09,,1,1,332700,2
2017-07-01,1102,31,Male,C7,Master,73245,2017-07-13,,3,3,0,1
2017-08-01,1103,26,Male,C1,Master,40318,2017-08-07,,1,1,0,1
2017-06-01,1104,32,Female,C7,Master,73594,2017-06-01,,3,3,0,1
2016-01-01,1105,42,Male,C6,College,59168,2015-06-02,,1,1,1100000,2
2016-01-01,1106,35,Male,C21,Bachelor,49193,2013-01-29,,1,2,600600,4
2017-11-01,1107,39,Male,C20,Master,65633,2017-11-21,,3,3,0,1
2016-01-01,1108,32,Male,C15,Bachelor,47188,2015-10-22,,1,1,503000,2
2016-01-01,1109,35,Female,C27,College,88798,2012-12-03,,1,3,872340,2
2016-12-01,1110,26,Male,C18,Bachelor,41167,2016-12-08,,1,1,0,1
2016-01-01,1111,38,Male,C28,Master,153109,2010-06-02,,3,4,1021690,2
2016-01-01,1112,38,Female,C13,Master,27432,2015-09-28,,1,1,335450,2
2016-10-01,1113,35,Male,C9,Master,50769,2016-10-10,,1,1,0,1
2017-08-01,1114,34,Female,C9,Bachelor,85781,2017-08-01,,3,3,0,1
2017-10-01,1115,31,Male,C16,Master,64444,2017-09-28,,2,2,0,1
2017-08-01,1116,34,Male,C17,Bachelor,89585,2017-07-31,,2,2,0,1
2016-01-01,1117,34,Male,C26,Master,52990,2015-08-05,,2,2,276220,1
2017-08-01,1118,29,Male,C7,College,49410,2017-07-31,,2,2,1443820,4
2016-11-01,1119,28,Female,C21,Bachelor,41581,2016-11-16,,1,1,0,2
2016-10-01,1122,30,Male,C18,Bachelor,80591,2016-10-11,,3,3,0,1
2016-01-01,1123,42,Female,C20,Bachelor,55112,2013-04-30,,1,2,619250,2
2017-10-01,1125,34,Female,C18,College,71977,2017-09-28,,3,3,0,2
2017-04-01,1126,38,Male,C25,Bachelor,43747,2017-04-17,,2,2,0,1
2016-01-01,1129,32,Male,C6,College,73087,2015-06-04,,1,2,875330,3
2016-11-01,1130,26,Male,C4,Bachelor,46464,2016-10-31,,1,1,0,1
2016-01-01,1131,24,Female,C19,College,68309,2015-05-07,,1,2,0,1
2017-02-01,1133,32,Female,C27,Master,44062,2017-02-11,,1,1,0,1
2016-08-01,1134,33,Male,C19,Bachelor,112066,2016-08-02,,3,3,0,2
2016-01-01,1136,35,Female,C17,College,50118,2015-11-30,2016-01-05,2,2,0,1
2017-08-01,1137,33,Male,C21,Bachelor,102175,2017-08-17,,3,3,0,1
2017-06-01,1138,31,Male,C24,Master,81440,2017-05-29,,3,3,0,1
2016-01-01,1139,33,Female,C25,College,49939,2015-11-11,,1,1,114430,1
2016-01-01,1140,25,Male,C29,Bachelor,46856,2015-08-01,,1,1,0,1
2016-01-01,1141,37,Female,C8,Master,61133,2015-09-15,,3,3,118480,1
2016-01-01,1143,32,Male,C29,Master,30860,2015-05-14,,1,2,471080,2
2017-05-01,1144,33,Male,C4,Master,69412,2017-05-01,,2,2,0,1
2017-12-01,1145,31,Male,C20,Master,60118,2017-11-28,,2,2,0,1
2017-02-01,1146,34,Male,C26,Bachelor,27548,2017-01-30,,2,2,0,1
2016-01-01,1147,35,Female,C29,College,69789,2012-10-15,,2,4,989950,1
2017-04-01,1149,35,Female,C28,Bachelor,82078,2017-03-29,,3,3,0,2
2017-03-01,1150,34,Female,C1,Master,38572,2017-03-13,,2,2,0,1
2016-09-01,1151,33,Male,C8,College,103994,2016-08-29,,4,4,0,1
2016-01-01,1152,33,Female,C23,College,17607,2016-01-05,,2,2,0,1
2017-11-01,1153,34,Female,C9,Master,108284,2017-11-03,,3,3,0,1
2016-01-01,1154,33,Male,C12,College,30106,2015-11-24,,1,1,0,1
2016-01-01,1155,24,Female,C16,Master,51796,2015-11-06,,1,1,215800,1
2016-01-01,1156,31,Male,C27,Bachelor,46239,2015-09-17,,1,1,108740,1
2017-12-01,1157,31,Male,C3,Master,57356,2017-12-07,,1,1,0,1
2016-08-01,1158,32,Female,C24,Bachelor,62905,2016-08-05,,3,3,0,1
2017-08-01,1159,34,Male,C10,Master,50547,2017-08-07,,3,3,0,1
2017-02-01,1160,28,Male,C7,College,12779,2017-02-21,,1,1,0,1
2016-01-01,1161,28,Male,C12,Bachelor,61247,2014-02-08,,1,2,424060,2
2017-12-01,1162,36,Male,C21,Master,114416,2017-12-14,,3,3,0,1
2016-01-01,1163,24,Female,C8,College,22962,2015-09-15,,1,1,457120,1
2016-01-01,1164,32,Female,C7,Master,32376,2014-08-04,,1,1,400230,3
2016-01-01,1165,37,Female,C16,Bachelor,89431,2015-10-01,,1,2,4699960,4
2017-08-01,1166,35,Male,C10,Bachelor,18378,2017-08-07,,1,1,0,1
2016-01-01,1167,28,Male,C23,College,22895,2014-08-25,,1,2,200000,1
2017-08-01,1169,32,Male,C21,Bachelor,95188,2017-07-31,,3,3,0,1
2016-12-01,1172,28,Male,C9,Bachelor,76076,2016-12-01,,2,2,0,1
2016-01-01,1173,39,Male,C22,Master,26301,2013-05-06,,1,1,213200,3
2016-01-01,1175,41,Female,C27,Master,52588,2014-12-06,,1,1,515070,3
2016-11-01,1177,25,Male,C27,College,23094,2016-11-01,,1,1,0,1
2017-03-01,1178,41,Male,C16,Bachelor,71974,2017-03-09,,3,3,0,1
2016-01-01,1179,50,Female,C18,Bachelor,78200,2014-01-13,,1,3,953670,2
2017-06-01,1180,33,Female,C16,Bachelor,66416,2017-06-14,,2,2,0,1
2016-01-01,1181,32,Female,C22,Bachelor,122554,2012-11-05,,1,4,10398160,4
2017-06-01,1182,38,Male,C24,College,75499,2017-06-08,,3,3,0,1
2017-02-01,1183,34,Male,C12,College,99876,2017-01-30,,3,3,0,1
2016-01-01,1185,27,Male,C24,Master,39328,2015-02-10,,1,1,76600,2
2016-01-01,1186,30,Female,C27,Bachelor,64699,2015-02-13,2016-01-13,2,3,0,1
2016-08-01,1187,30,Female,C8,Master,109986,2016-07-29,,3,3,0,2
2016-01-01,1188,31,Female,C8,College,101005,2010-05-03,,2,4,754760,2
2017-04-01,1189,26,Male,C19,Bachelor,15970,2017-04-17,,1,1,0,1
2017-10-01,1190,28,Male,C1,College,61991,2017-10-04,,2,2,203920,3
2016-01-01,1191,35,Male,C7,Master,118722,2014-06-23,,1,4,3734050,2
2016-07-01,1192,24,Female,C5,Master,21234,2016-07-11,,1,1,0,1
2016-11-01,1193,29,Male,C28,Master,50022,2016-11-15,,2,2,0,1
2017-12-01,1194,24,Female,C15,College,61727,2017-12-13,,2,2,0,1
2017-12-01,1195,33,Female,C27,Bachelor,55949,2017-12-18,,2,2,0,1
2016-01-01,1196,25,Male,C23,College,46789,2015-11-30,,2,2,151000,1
2016-06-01,1197,22,Female,C6,College,26083,2016-06-21,,1,1,0,1
2017-08-01,1198,32,Male,C4,Master,70899,2017-08-14,,2,2,0,1
2017-10-01,1199,24,Male,C28,College,19245,2017-09-28,,1,1,0,1
2017-05-01,1200,38,Male,C20,Bachelor,107178,2017-05-01,,3,3,0,1
2017-11-01,1201,42,Male,C22,Master,43305,2017-11-20,,2,2,0,1
2016-01-01,1202,30,Female,C10,Master,75735,2015-06-15,,2,2,116350,1
2017-08-01,1203,27,Male,C22,Bachelor,51433,2017-08-02,,2,2,0,1
2016-01-01,1204,36,Male,C18,College,40035,2015-05-13,,1,1,696560,3
2016-01-01,1205,27,Male,C14,Bachelor,95465,2015-07-21,,2,2,859400,4
2016-07-01,1206,41,Female,C15,Bachelor,65986,2016-06-28,,2,2,0,1
2017-04-01,1207,28,Male,C24,College,56498,2017-04-12,2017-04-12,2,2,0,1
2016-01-01,1208,30,Male,C10,Master,36558,2016-01-08,,1,1,0,1
